seller_id,total_orders,AVG_approval_time_hours,AVG_delivery_delay_days,AVG_review_score
6560211a19b47992c3666cc44a7e94c0,1985,9.754353064720892,-11.040619979705193,3.9516372795969774
4a3ca9315b744ce9f8e9374361493884,1949,9.819256171224788,-8.962581440152935,3.8286300667008724
1f50f920176fa81dab994f9023523100,1927,13.307414086639,-10.19833754373692,3.9875454073689673
cc419e0650a3c5ba77189a1882b7556a,1755,11.422873852529332,-12.327548235198456,4.145868945868946
da8622b14eb17ae2831f4ac5b9dab84a,1565,11.39374210138481,-10.65453529907569,4.075399361022364
955fee9216a65b617aa5c0531780ce60,1464,13.330466947632797,-9.648472324996561,4.08948087431694
1025f0e2d44d7041d6cf58b6550e0bfa,1422,12.484957610229463,-10.447532646700873,3.8677918424753868
7c67e1448b00f6e969d365cea6b010ab,1358,13.216629643245588,-10.80136725781602,3.35419734904271
ea8482cd71df3c1969d7b9473ff13abc,1181,12.042815881163815,-9.40166482422422,3.983065198983912
7a67c85e85bb2ce8582c35f2203ad736,1151,10.331625290429187,-11.168960957861158,4.268462206776716
4869f7a5dfa277a7dca6462dcf3b52b2,1140,9.78340911327028,-10.48053341252615,4.139473684210526
3d871de0142ce09b7081e2b9d1733cb1,1120,8.949069940308775,-12.408687944355188,4.150892857142857
8b321bb669392f5163d04c59e235e066,1001,9.97651764922417,-9.281319271009249,4.021978021978022
cca3071e3e9bb7d12640c9fbe2301306,819,10.449233047472422,-14.656341730545346,3.885225885225885
620c87c171fb2a6dd6e8bb4dec959fc6,771,7.764736273177403,-13.099246634355833,4.2684824902723735
a1043bafd471dff536d0c462352beb48,750,10.413881481707095,-11.76376350309079,4.246666666666667
e9779976487b77c6d4ac45f75ec7afe9,736,9.676193387531068,-9.171883649104807,4.205163043478261
f8db351d8c4c4c22c6835c19a46f01b0,713,11.681728611570923,-11.059168452287269,4.2510518934081345
d2374cbcbb3ca4ab1086534108cc3ab7,639,10.710006955678754,-14.715525162279466,3.644757433489828
391fc6631aebcf3004804e51b40bcf1e,614,9.260584509594773,-10.992640623120524,3.970684039087948
fa1c13f2614d7b5c4749cbc52fecda94,575,8.87801787449614,-9.720309057970248,4.373913043478261
7d13fca15225358621be4086e1eb0964,568,9.080598591656333,-10.295166336566465,4.017605633802817
d91fb3b7d041e83b64a00a3edfb37e4f,550,10.05766010091386,-12.100470559764654,4.143636363636364
128639473a139ac0f3e5f5ade55873a5,548,9.713969991698752,-11.550771302201982,4.202554744525547
1835b56ce799e6a4dc4eddc053f04066,547,9.498787833176811,-10.058034544478646,3.619744058500914
1900267e848ceeba8fa32d80c1a5f5a8,518,9.335937902647785,-9.45534306626882,3.8783783783783785
46dc3b2cc0980fb8ec44634e21d2718e,516,7.076702734758688,-11.429788369392117,4.263565891472868
53e4c6e0f4312d4d2107a8c9cddf45cd,513,10.061091617555821,-12.726699493725587,4.085769980506822
85d9eb9ddc5d00ca9336a2219c97bb13,512,13.363087022560649,-15.029253314003654,4.21484375
4e922959ae960d389249c378d1c939f5,442,10.589564479457644,-12.391814353962205,3.9027149321266967
8581055ce74af1daba164fdbd55a40de,432,8.495157535938132,-8.474562870585975,4.266203703703703
